hhcode,Province,Region,PSU,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8
2241400205,Punjab,Rural,22414002,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2241400206,Punjab,Rural,22414002,No,No,No,No,No,No,No,No
2241400207,Punjab,Rural,22414002,No,No,No,No,No,No,No,No
2241400208,Punjab,Rural,22414002,No,No,No,No,No,No,No,No
2241400209,Punjab,Rural,22414002,Yes,Yes,Yes,No,No,No,No,No
2241400210,Punjab,Rural,22414002,No,No,No,No,No,No,No,No
2241400211,Punjab,Rural,22414002,No,Yes,Yes,No,No,No,No,No
2241400212,Punjab,Rural,22414002,No,No,No,No,No,No,No,No
2241400213,Punjab,Rural,22414002,Yes,Yes,Yes,No,No,No,No,No
2241400214,Punjab,Rural,22414002,Yes,Yes,Yes,No,No,No,No,No
2241400215,Punjab,Rural,22414002,No,No,No,No,No,No,No,No
2241400216,Punjab,Rural,22414002,Yes,Yes,Yes,No,No,No,No,No
2241400601,Punjab,Rural,22414006,Yes,Yes,Yes,No,No,No,No,No
2241400602,Punjab,Rural,22414006,No,Yes,Yes,No,No,No,No,No
2241400603,Punjab,Rural,22414006,No,No,No,No,No,No,No,No
2241400604,Punjab,Rural,22414006,No,No,No,No,No,No,No,No
2241400605,Punjab,Rural,22414006,No,No,No,No,No,No,No,No
2241400606,Punjab,Rural,22414006,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2241400607,Punjab,Rural,22414006,No,No,No,No,No,No,No,No
2241400608,Punjab,Rural,22414006,No,No,No,No,No,No,No,No
2241400609,Punjab,Rural,22414006,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2241400610,Punjab,Rural,22414006,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2241400611,Punjab,Rural,22414006,Yes,Yes,No,No,No,No,No,No
2241400612,Punjab,Rural,22414006,No,Yes,No,No,No,No,No,No
2241400613,Punjab,Rural,22414006,No,No,No,No,No,No,No,No
2241400614,Punjab,Rural,22414006,Yes,No,No,No,No,No,No,No
2241400615,Punjab,Rural,22414006,Yes,Yes,Yes,No,No,No,No,No
2241400616,Punjab,Rural,22414006,Yes,Yes,No,No,No,No,No,No
2302100201,Punjab,Urban,23021002,No,No,No,No,No,No,No,No
2302100202,Punjab,Urban,23021002,No,No,No,No,No,No,No,No
2302100203,Punjab,Urban,23021002,No,No,No,No,No,No,No,No
2302100204,Punjab,Urban,23021002,No,No,No,No,No,No,No,No
2302100205,Punjab,Urban,23021002,No,No,No,No,No,No,No,No
2302100206,Punjab,Urban,23021002,No,No,No,No,No,No,No,No
2302100207,Punjab,Urban,23021002,No,No,No,No,No,No,No,No
2302100208,Punjab,Urban,23021002,No,No,No,No,No,No,No,No
2302100209,Punjab,Urban,23021002,No,No,No,No,No,No,No,No
2302100210,Punjab,Urban,23021002,No,No,No,No,No,No,No,No
2302100211,Punjab,Urban,23021002,No,No,No,No,No,No,No,No
2302100212,Punjab,Urban,23021002,No,No,No,No,No,No,No,No
2302100602,Punjab,Urban,23021006,No,No,No,No,No,No,No,No
2302100603,Punjab,Urban,23021006,No,No,No,No,No,No,No,No
2302100604,Punjab,Urban,23021006,No,No,No,No,No,No,No,No
2302100605,Punjab,Urban,23021006,No,No,No,No,No,No,No,No
2302100606,Punjab,Urban,23021006,No,No,No,No,No,No,No,No
2302100607,Punjab,Urban,23021006,No,No,No,No,No,No,No,No
2302100608,Punjab,Urban,23021006,Yes,No,No,Yes,No,No,No,No
2302100609,Punjab,Urban,23021006,No,No,No,No,No,No,No,No
2302100610,Punjab,Urban,23021006,No,No,No,No,No,No,No,No
2302100611,Punjab,Urban,23021006,No,No,No,No,No,No,No,No
2302100612,Punjab,Urban,23021006,No,No,No,No,No,No,No,No
2302101001,Punjab,Urban,23021010,No,No,No,No,No,No,No,No
2302101002,Punjab,Urban,23021010,No,No,No,No,No,No,No,No
2302101003,Punjab,Urban,23021010,No,No,No,No,No,No,No,No
2302101004,Punjab,Urban,23021010,No,No,No,No,No,No,No,No
2302101005,Punjab,Urban,23021010,No,No,No,No,No,No,No,No
2302101006,Punjab,Urban,23021010,No,No,No,No,No,No,No,No
2302101007,Punjab,Urban,23021010,No,No,No,No,No,No,No,No
2302101008,Punjab,Urban,23021010,No,No,No,No,No,No,No,No
2302101009,Punjab,Urban,23021010,No,No,No,No,No,No,No,No
2302101010,Punjab,Urban,23021010,No,No,No,No,No,No,No,No
2302101011,Punjab,Urban,23021010,No,No,No,No,No,No,No,No
2302101012,Punjab,Urban,23021010,Yes,Yes,Yes,Yes,Yes,No,No,No
2302101401,Punjab,Urban,23021014,No,No,No,No,No,No,No,No
2302101402,Punjab,Urban,23021014,No,No,No,No,No,No,No,No
2302101403,Punjab,Urban,23021014,No,No,No,No,No,No,No,No
2302101404,Punjab,Urban,23021014,No,No,No,No,No,No,No,No
2302101405,Punjab,Urban,23021014,No,No,No,No,No,No,No,No
2302101406,Punjab,Urban,23021014,No,No,No,No,No,No,No,No
2302101407,Punjab,Urban,23021014,No,No,No,No,No,No,No,No
2302101408,Punjab,Urban,23021014,No,No,No,No,No,No,No,No
2302101409,Punjab,Urban,23021014,No,No,No,No,No,No,No,No
2302101411,Punjab,Urban,23021014,No,No,No,No,No,No,No,No
2302101412,Punjab,Urban,23021014,No,No,No,No,No,No,No,No
2302101801,Punjab,Urban,23021018,No,No,No,No,No,No,No,No
2302101802,Punjab,Urban,23021018,No,No,No,No,No,No,No,No
2302101803,Punjab,Urban,23021018,No,No,No,No,No,No,No,No
2302101804,Punjab,Urban,23021018,No,No,No,No,No,No,No,No
2302101805,Punjab,Urban,23021018,No,No,No,No,No,No,No,No
2302101806,Punjab,Urban,23021018,No,No,No,No,No,No,No,No
2302101807,Punjab,Urban,23021018,No,No,No,No,No,No,No,No
2302101808,Punjab,Urban,23021018,No,No,No,No,No,No,No,No
2302101809,Punjab,Urban,23021018,No,No,No,No,No,No,No,No
2302101810,Punjab,Urban,23021018,No,No,No,No,No,No,No,No
2302101811,Punjab,Urban,23021018,No,No,No,No,No,No,No,No
2302101812,Punjab,Urban,23021018,No,No,No,No,No,No,No,No
2302102201,Punjab,Urban,23021022,No,No,No,No,No,No,No,No
2302102202,Punjab,Urban,23021022,No,No,No,No,No,No,No,No
2302102203,Punjab,Urban,23021022,No,No,No,No,No,No,No,No
2302102204,Punjab,Urban,23021022,No,No,No,No,No,No,No,No
2302102205,Punjab,Urban,23021022,No,No,No,No,No,No,No,No
2302102206,Punjab,Urban,23021022,No,No,No,No,No,No,No,No
2302102207,Punjab,Urban,23021022,No,No,No,No,No,No,No,No
2302102208,Punjab,Urban,23021022,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2302102210,Punjab,Urban,23021022,No,No,No,No,No,No,No,No
2302102211,Punjab,Urban,23021022,No,No,No,No,No,No,No,No
2302102212,Punjab,Urban,23021022,No,No,No,No,No,No,No,No
2302102601,Punjab,Urban,23021026,No,No,No,No,No,No,No,No
2302102602,Punjab,Urban,23021026,No,No,No,No,No,No,No,No
2302102603,Punjab,Urban,23021026,No,No,No,No,No,No,No,No
2302102604,Punjab,Urban,23021026,No,No,No,No,No,No,No,No
2302102605,Punjab,Urban,23021026,No,No,No,No,No,No,No,No
2302102606,Punjab,Urban,23021026,No,No,No,No,No,No,No,No
2302102607,Punjab,Urban,23021026,No,No,No,No,No,No,No,No
2302102608,Punjab,Urban,23021026,No,No,No,No,No,No,No,No
2302102609,Punjab,Urban,23021026,No,No,No,No,No,No,No,No
2302102611,Punjab,Urban,23021026,No,No,No,No,No,No,No,No
2302102612,Punjab,Urban,23021026,No,No,No,No,No,No,No,No
2302103002,Punjab,Urban,23021030,No,No,No,No,No,No,No,No
2302103003,Punjab,Urban,23021030,No,No,No,No,No,No,No,No
2302103005,Punjab,Urban,23021030,No,No,No,No,No,No,No,No
2302103006,Punjab,Urban,23021030,No,No,No,No,No,No,No,No
2302103008,Punjab,Urban,23021030,No,No,No,No,No,No,No,No
2302103009,Punjab,Urban,23021030,No,No,No,No,No,No,No,No
2302103010,Punjab,Urban,23021030,No,No,No,No,No,No,No,No
2302103012,Punjab,Urban,23021030,No,No,No,No,No,No,No,No
2302103401,Punjab,Urban,23021034,No,No,No,No,No,No,No,No
2302103402,Punjab,Urban,23021034,No,No,No,No,No,No,No,No
2302103403,Punjab,Urban,23021034,No,No,No,No,No,No,No,No
2302103404,Punjab,Urban,23021034,No,No,No,No,No,No,No,No
2302103405,Punjab,Urban,23021034,No,No,No,No,No,No,No,No
2302103406,Punjab,Urban,23021034,No,No,No,No,No,No,No,No
2302103407,Punjab,Urban,23021034,No,No,No,No,No,No,No,No
2302103408,Punjab,Urban,23021034,No,No,No,No,No,No,No,No
2302103409,Punjab,Urban,23021034,No,No,No,No,No,No,No,No
2302103410,Punjab,Urban,23021034,No,No,No,No,No,No,No,No
2302103411,Punjab,Urban,23021034,No,No,No,No,No,No,No,No
2302103412,Punjab,Urban,23021034,No,No,No,No,No,No,No,No
2302103802,Punjab,Urban,23021038,No,No,No,No,No,No,No,No
2302103803,Punjab,Urban,23021038,No,No,No,No,No,No,No,No
2302103804,Punjab,Urban,23021038,No,No,No,No,No,No,No,No
2302103805,Punjab,Urban,23021038,No,No,No,No,No,No,No,No
2302103806,Punjab,Urban,23021038,No,No,No,No,No,No,No,No
2302103807,Punjab,Urban,23021038,No,No,No,No,No,No,No,No
2302103808,Punjab,Urban,23021038,No,No,No,No,No,No,No,No
2302103809,Punjab,Urban,23021038,No,No,No,No,No,No,No,No
2302103810,Punjab,Urban,23021038,No,No,No,No,No,No,No,No
2302103811,Punjab,Urban,23021038,No,No,No,No,No,No,No,No
2302103812,Punjab,Urban,23021038,No,No,No,No,No,No,No,No
2302104201,Punjab,Urban,23021042,No,No,No,No,No,No,No,No
2302104202,Punjab,Urban,23021042,No,No,No,No,No,No,No,No
2302104203,Punjab,Urban,23021042,No,No,No,No,No,No,No,No
2302104204,Punjab,Urban,23021042,No,No,No,No,No,No,No,No
2302104205,Punjab,Urban,23021042,No,No,No,No,No,No,No,No
2302104206,Punjab,Urban,23021042,No,No,No,No,No,No,No,No
2302104207,Punjab,Urban,23021042,No,No,No,No,No,No,No,No
2302104208,Punjab,Urban,23021042,No,No,No,No,No,No,No,No
2302104209,Punjab,Urban,23021042,No,No,No,No,No,No,No,No
2302104210,Punjab,Urban,23021042,No,No,No,No,No,No,No,No
2302104211,Punjab,Urban,23021042,No,No,No,No,No,No,No,No
2302104212,Punjab,Urban,23021042,No,No,No,No,No,No,No,No
2302200301,Punjab,Urban,23022003,No,No,No,No,No,No,No,No
2302200302,Punjab,Urban,23022003,No,No,No,No,No,No,No,No
2302200303,Punjab,Urban,23022003,No,No,No,No,No,No,No,No
2302200304,Punjab,Urban,23022003,No,No,No,No,No,No,No,No
2302200305,Punjab,Urban,23022003,No,No,No,No,No,No,No,No
2302200306,Punjab,Urban,23022003,No,No,No,No,No,No,No,No
2302200307,Punjab,Urban,23022003,No,No,No,No,No,No,No,No
2302200308,Punjab,Urban,23022003,No,No,No,No,No,No,No,No
2302200309,Punjab,Urban,23022003,No,No,No,No,No,No,No,No
2302200310,Punjab,Urban,23022003,No,No,No,No,No,No,No,No
2302200312,Punjab,Urban,23022003,No,No,No,No,No,No,No,No
2302200701,Punjab,Urban,23022007,No,No,No,No,No,No,No,No
2302200702,Punjab,Urban,23022007,No,No,No,No,No,No,No,No
2302200703,Punjab,Urban,23022007,No,No,No,No,No,No,No,No
2302200704,Punjab,Urban,23022007,No,No,No,No,No,No,No,No
2302200705,Punjab,Urban,23022007,No,No,No,No,No,No,No,No
2302200706,Punjab,Urban,23022007,No,No,No,No,No,No,No,No
2302200707,Punjab,Urban,23022007,No,No,No,No,No,No,No,No
2302200708,Punjab,Urban,23022007,No,No,No,No,No,No,No,No
2302200709,Punjab,Urban,23022007,No,No,No,No,No,No,No,No
2302200710,Punjab,Urban,23022007,No,No,No,No,No,No,No,No
2302200711,Punjab,Urban,23022007,No,No,No,No,No,No,No,No
2302200712,Punjab,Urban,23022007,No,No,No,No,No,No,No,No
2302201101,Punjab,Urban,23022011,No,No,No,No,No,No,No,No
2302201102,Punjab,Urban,23022011,No,No,No,No,No,No,No,No
2302201103,Punjab,Urban,23022011,No,No,No,No,No,No,No,No
2302201104,Punjab,Urban,23022011,No,No,No,No,No,No,No,No
2302201105,Punjab,Urban,23022011,No,No,No,No,No,No,No,No
2302201106,Punjab,Urban,23022011,No,No,No,No,No,No,No,No
2302201107,Punjab,Urban,23022011,No,No,No,No,No,No,No,No
2302201108,Punjab,Urban,23022011,No,No,No,No,No,No,No,No
2302201109,Punjab,Urban,23022011,No,No,No,No,No,No,No,No
2302201110,Punjab,Urban,23022011,No,No,No,No,No,No,No,No
2302201111,Punjab,Urban,23022011,No,No,No,No,No,No,No,No
2302201112,Punjab,Urban,23022011,No,No,No,No,No,No,No,No
2302201501,Punjab,Urban,23022015,No,No,No,No,No,No,No,No
2302201503,Punjab,Urban,23022015,No,No,No,No,No,No,No,No
2302201504,Punjab,Urban,23022015,No,No,No,No,No,No,No,No
2302201505,Punjab,Urban,23022015,No,No,No,No,No,No,No,No
2302201506,Punjab,Urban,23022015,No,No,No,No,No,No,No,No
2302201507,Punjab,Urban,23022015,No,No,No,No,No,No,No,No
2302201508,Punjab,Urban,23022015,No,No,No,No,No,No,No,No
2302201509,Punjab,Urban,23022015,No,No,No,No,No,No,No,No
2302201510,Punjab,Urban,23022015,No,No,No,No,No,No,No,No
2302201511,Punjab,Urban,23022015,No,No,No,No,No,No,No,No
2302201512,Punjab,Urban,23022015,No,No,No,No,No,No,No,No
2302201901,Punjab,Urban,23022019,No,No,No,No,No,No,No,No
2302201902,Punjab,Urban,23022019,No,No,No,No,No,No,No,No
2302201903,Punjab,Urban,23022019,No,No,No,No,No,No,No,No
2302201904,Punjab,Urban,23022019,No,No,No,No,No,No,No,No
2302201905,Punjab,Urban,23022019,No,No,No,No,No,No,No,No
2302201906,Punjab,Urban,23022019,No,No,No,No,No,No,No,No
2302201907,Punjab,Urban,23022019,No,No,No,No,No,No,No,No
2302201908,Punjab,Urban,23022019,No,No,No,No,No,No,No,No
2302201909,Punjab,Urban,23022019,No,No,No,No,No,No,No,No
2302201910,Punjab,Urban,23022019,No,No,No,No,No,No,No,No
2302202301,Punjab,Urban,23022023,No,No,No,No,No,No,No,No
2302202302,Punjab,Urban,23022023,No,No,No,No,No,No,No,No
2302202303,Punjab,Urban,23022023,No,No,No,No,No,No,No,No
2302202304,Punjab,Urban,23022023,No,No,No,No,No,No,No,No
2302202305,Punjab,Urban,23022023,No,No,No,No,No,No,No,No
2302202306,Punjab,Urban,23022023,No,No,No,No,No,No,No,No
2302202308,Punjab,Urban,23022023,No,No,No,No,No,No,No,No
2302202309,Punjab,Urban,23022023,No,No,No,No,No,No,No,No
2302202310,Punjab,Urban,23022023,No,No,No,No,No,No,No,No
2302202311,Punjab,Urban,23022023,No,No,No,No,No,No,No,No
2302202312,Punjab,Urban,23022023,No,No,No,No,No,No,No,No
2302202701,Punjab,Urban,23022027,No,No,No,No,No,No,No,No
2302202702,Punjab,Urban,23022027,No,No,No,No,No,No,No,No
2302202704,Punjab,Urban,23022027,No,No,No,No,No,No,No,No
2302202705,Punjab,Urban,23022027,No,No,No,No,No,No,No,No
2302202708,Punjab,Urban,23022027,No,No,No,No,No,No,No,No
2302202709,Punjab,Urban,23022027,No,No,No,No,No,No,No,No
2302202710,Punjab,Urban,23022027,No,No,No,No,No,No,No,No
2302202711,Punjab,Urban,23022027,No,No,No,No,No,No,No,No
2302202712,Punjab,Urban,23022027,No,No,No,No,No,No,No,No
2302203101,Punjab,Urban,23022031,No,No,No,No,No,No,No,No
2302203102,Punjab,Urban,23022031,No,No,No,No,No,No,No,No
2302203103,Punjab,Urban,23022031,No,No,No,No,No,No,No,No
2302203104,Punjab,Urban,23022031,No,No,No,No,No,No,No,No
2302203105,Punjab,Urban,23022031,No,No,No,No,No,No,No,No
2302203106,Punjab,Urban,23022031,No,No,No,No,No,No,No,No
2302203107,Punjab,Urban,23022031,No,No,No,No,No,No,No,No
2302203108,Punjab,Urban,23022031,No,No,No,No,No,No,No,No
2302203109,Punjab,Urban,23022031,No,No,No,No,No,No,No,No
2302203110,Punjab,Urban,23022031,No,No,No,No,No,No,No,No
2302203111,Punjab,Urban,23022031,No,No,No,No,No,No,No,No
2302203112,Punjab,Urban,23022031,Yes,Yes,Yes,Yes,99,99,99,99
2302203501,Punjab,Urban,23022035,No,No,No,No,No,No,No,No
2302203502,Punjab,Urban,23022035,No,No,No,No,No,No,No,No
2302203503,Punjab,Urban,23022035,No,No,No,No,No,No,No,No
2302203504,Punjab,Urban,23022035,No,No,No,No,No,No,No,No
2302203505,Punjab,Urban,23022035,No,No,No,No,No,No,No,No
2302203507,Punjab,Urban,23022035,No,No,No,No,No,No,No,No
2302203508,Punjab,Urban,23022035,No,No,No,No,No,No,No,No
2302203509,Punjab,Urban,23022035,No,No,No,No,No,No,No,No
2302203510,Punjab,Urban,23022035,No,No,No,No,No,No,No,No
2302203511,Punjab,Urban,23022035,No,No,No,No,No,No,No,No
2302203901,Punjab,Urban,23022039,No,No,No,No,No,No,No,No
2302203902,Punjab,Urban,23022039,No,No,No,No,No,No,No,No
2302203903,Punjab,Urban,23022039,No,No,No,No,No,No,No,No
2302203904,Punjab,Urban,23022039,No,No,No,No,No,No,No,No
2302203906,Punjab,Urban,23022039,No,No,No,No,No,No,No,No
2302203907,Punjab,Urban,23022039,No,No,No,No,No,No,No,No
2302203908,Punjab,Urban,23022039,No,No,No,No,No,No,No,No
2302203909,Punjab,Urban,23022039,No,No,No,No,No,No,No,No
2302203910,Punjab,Urban,23022039,No,No,No,No,No,No,No,No
2302203911,Punjab,Urban,23022039,No,No,No,No,No,No,No,No
2302203912,Punjab,Urban,23022039,No,No,No,No,No,No,No,No
2302204301,Punjab,Urban,23022043,No,No,No,No,No,No,No,No
2302204302,Punjab,Urban,23022043,No,No,No,No,No,No,No,No
2302204303,Punjab,Urban,23022043,No,No,No,No,No,No,No,No
2302204304,Punjab,Urban,23022043,No,No,No,No,No,No,No,No
2302204305,Punjab,Urban,23022043,No,No,No,No,No,No,No,No
2302204306,Punjab,Urban,23022043,No,No,No,No,No,No,No,No
2302204307,Punjab,Urban,23022043,No,No,No,No,No,No,No,No
2302204308,Punjab,Urban,23022043,No,No,No,No,No,No,No,No
2302204309,Punjab,Urban,23022043,No,No,No,No,No,No,No,No
2302204310,Punjab,Urban,23022043,No,No,No,No,No,No,No,No
2302204311,Punjab,Urban,23022043,No,No,No,No,No,No,No,No
2302204312,Punjab,Urban,23022043,No,No,No,No,No,No,No,No
2302300401,Punjab,Urban,23023004,No,No,No,No,No,No,No,No
2302300402,Punjab,Urban,23023004,No,No,No,No,No,No,No,No
2302300403,Punjab,Urban,23023004,No,No,No,No,No,No,No,No
2302300404,Punjab,Urban,23023004,No,No,No,No,No,No,No,No
2302300405,Punjab,Urban,23023004,No,No,No,No,No,No,No,No
2302300406,Punjab,Urban,23023004,No,No,No,No,No,No,No,No
2302300409,Punjab,Urban,23023004,No,No,No,No,No,No,No,No
2302300410,Punjab,Urban,23023004,No,No,No,No,No,No,No,No
2302300411,Punjab,Urban,23023004,No,No,No,No,No,No,No,No
2302300412,Punjab,Urban,23023004,No,No,No,No,No,No,No,No
2302300801,Punjab,Urban,23023008,No,No,No,No,No,No,No,No
2302300802,Punjab,Urban,23023008,No,No,No,No,No,No,No,No
2302300803,Punjab,Urban,23023008,No,No,No,No,No,No,No,No
2302300805,Punjab,Urban,23023008,No,No,No,No,No,No,No,No
2302300806,Punjab,Urban,23023008,No,No,No,No,No,No,No,No
2302300807,Punjab,Urban,23023008,No,No,No,No,No,No,No,No
2302300808,Punjab,Urban,23023008,No,No,No,No,No,No,No,No
2302300809,Punjab,Urban,23023008,No,No,No,No,No,No,No,No
2302300810,Punjab,Urban,23023008,No,No,No,No,No,No,No,No
2302300811,Punjab,Urban,23023008,No,No,No,No,No,No,No,No
2302300812,Punjab,Urban,23023008,No,No,No,No,No,No,No,No
2302301201,Punjab,Urban,23023012,No,No,No,No,No,No,No,No
2302301202,Punjab,Urban,23023012,No,No,No,No,No,No,No,No
2302301203,Punjab,Urban,23023012,No,No,No,No,No,No,No,No
2302301204,Punjab,Urban,23023012,No,No,No,No,No,No,No,No
2302301207,Punjab,Urban,23023012,No,No,No,No,No,No,No,No
2302301208,Punjab,Urban,23023012,No,No,No,No,No,No,No,No
2302301209,Punjab,Urban,23023012,No,No,No,No,No,No,No,No
2302301210,Punjab,Urban,23023012,No,No,No,No,No,No,No,No
2302301211,Punjab,Urban,23023012,No,No,No,No,No,No,No,No
2302301601,Punjab,Urban,23023016,No,No,No,No,No,No,No,No
2302301602,Punjab,Urban,23023016,No,No,No,No,No,No,No,No
2302301603,Punjab,Urban,23023016,No,No,No,No,No,No,No,No
2302301604,Punjab,Urban,23023016,No,No,No,No,No,No,No,No
2302301605,Punjab,Urban,23023016,No,No,No,No,No,No,No,No
2302301606,Punjab,Urban,23023016,No,No,No,No,No,No,No,No
2302301607,Punjab,Urban,23023016,No,No,No,No,No,No,No,No
2302301608,Punjab,Urban,23023016,No,No,No,No,No,No,No,No
2302301609,Punjab,Urban,23023016,No,No,No,No,No,No,No,No
2302301610,Punjab,Urban,23023016,No,No,No,No,No,No,No,No
2302301611,Punjab,Urban,23023016,No,No,No,No,No,No,No,No
2302301612,Punjab,Urban,23023016,No,No,No,No,No,No,No,No
2302302001,Punjab,Urban,23023020,No,No,No,No,No,No,No,No
2302302003,Punjab,Urban,23023020,No,No,No,No,No,No,No,No
2302302004,Punjab,Urban,23023020,No,No,No,No,No,No,No,No
2302302005,Punjab,Urban,23023020,No,No,No,No,No,No,No,No
2302302006,Punjab,Urban,23023020,No,No,No,No,No,No,No,No
2302302007,Punjab,Urban,23023020,No,No,No,No,No,No,No,No
2302302008,Punjab,Urban,23023020,Yes,Yes,Yes,Yes,No,No,Yes,No
2302302010,Punjab,Urban,23023020,No,No,No,No,No,No,No,No
2302302011,Punjab,Urban,23023020,No,No,No,No,No,No,No,No
2302302012,Punjab,Urban,23023020,No,No,No,No,No,No,No,No
2302302401,Punjab,Urban,23023024,No,No,No,No,No,No,No,No
2302302402,Punjab,Urban,23023024,No,No,No,No,No,No,No,No
2302302403,Punjab,Urban,23023024,No,No,No,No,No,No,No,No
2302302404,Punjab,Urban,23023024,No,No,No,No,No,No,No,No
2302302405,Punjab,Urban,23023024,No,No,No,No,No,No,No,No
2302302406,Punjab,Urban,23023024,No,No,No,No,No,No,No,No
2302302408,Punjab,Urban,23023024,No,No,No,No,No,No,No,No
2302302409,Punjab,Urban,23023024,No,No,No,No,No,No,No,No
2302302410,Punjab,Urban,23023024,No,No,No,No,No,No,No,No
2302302411,Punjab,Urban,23023024,No,No,No,No,No,No,No,No
2302302412,Punjab,Urban,23023024,No,No,No,No,No,No,No,No
2302302801,Punjab,Urban,23023028,No,No,No,No,No,No,No,No
2302302803,Punjab,Urban,23023028,No,No,No,No,No,No,No,No
2302302804,Punjab,Urban,23023028,No,No,No,No,No,No,No,No
2302302805,Punjab,Urban,23023028,No,No,No,No,No,No,No,No
2302302806,Punjab,Urban,23023028,No,No,No,No,No,No,No,No
2302302807,Punjab,Urban,23023028,No,No,No,No,No,No,No,No
2302302808,Punjab,Urban,23023028,No,No,No,No,No,No,No,No
2302302809,Punjab,Urban,23023028,No,No,No,No,No,No,No,No
2302302810,Punjab,Urban,23023028,No,No,No,No,No,No,No,No
2302302811,Punjab,Urban,23023028,No,No,No,No,No,No,No,No
2302302812,Punjab,Urban,23023028,No,No,No,No,No,No,No,No
2302303201,Punjab,Urban,23023032,No,No,No,No,No,No,No,No
2302303202,Punjab,Urban,23023032,No,No,No,No,No,No,No,No
2302303203,Punjab,Urban,23023032,No,No,No,No,No,No,No,No
2302303204,Punjab,Urban,23023032,No,No,No,No,No,No,No,No
2302303206,Punjab,Urban,23023032,No,No,No,No,No,No,No,No
2302303207,Punjab,Urban,23023032,No,No,No,No,No,No,No,No
2302303208,Punjab,Urban,23023032,No,No,No,No,No,No,No,No
2302303209,Punjab,Urban,23023032,No,No,No,No,No,No,No,No
2302303210,Punjab,Urban,23023032,No,No,No,No,No,No,No,No
2302303211,Punjab,Urban,23023032,No,No,No,No,No,No,No,No
2302303212,Punjab,Urban,23023032,No,No,No,No,No,No,No,No
2302303601,Punjab,Urban,23023036,No,No,No,No,No,No,No,No
2302303602,Punjab,Urban,23023036,No,No,No,No,No,No,No,No
2302303603,Punjab,Urban,23023036,No,No,No,No,No,No,No,No
2302303604,Punjab,Urban,23023036,No,No,No,No,No,No,No,No
2302303605,Punjab,Urban,23023036,No,No,No,No,No,No,No,No
2302303606,Punjab,Urban,23023036,No,No,No,No,No,No,No,No
2302303607,Punjab,Urban,23023036,No,No,No,No,No,No,No,No
2302303608,Punjab,Urban,23023036,No,No,No,No,No,No,No,No
2302303609,Punjab,Urban,23023036,No,No,No,No,No,No,No,No
2302303610,Punjab,Urban,23023036,No,No,No,No,No,No,No,No
2302303611,Punjab,Urban,23023036,No,No,No,No,No,No,No,No
2302303612,Punjab,Urban,23023036,No,No,No,No,No,No,No,No
2302304001,Punjab,Urban,23023040,No,No,No,No,No,No,No,No
2302304002,Punjab,Urban,23023040,No,No,No,No,No,No,No,No
2302304003,Punjab,Urban,23023040,No,No,No,No,No,No,No,No
2302304004,Punjab,Urban,23023040,No,No,No,No,No,No,No,No
2302304005,Punjab,Urban,23023040,No,No,No,No,No,No,No,No
2302304006,Punjab,Urban,23023040,No,No,No,No,No,No,No,No
2302304007,Punjab,Urban,23023040,No,No,No,No,No,No,No,No
2302304008,Punjab,Urban,23023040,No,No,No,No,No,No,No,No
2302304009,Punjab,Urban,23023040,No,No,No,No,No,No,No,No
2302304010,Punjab,Urban,23023040,No,No,No,No,No,No,No,No
2302304011,Punjab,Urban,23023040,No,No,No,No,No,No,No,No
2302304012,Punjab,Urban,23023040,No,No,No,No,No,No,No,No
2302304401,Punjab,Urban,23023044,No,No,No,No,No,No,No,No
2302304402,Punjab,Urban,23023044,No,No,No,No,No,No,No,No
2302304403,Punjab,Urban,23023044,No,No,No,No,No,No,No,No
2302304404,Punjab,Urban,23023044,No,No,No,No,No,No,No,No
2302304405,Punjab,Urban,23023044,No,No,No,No,No,No,No,No
2302304406,Punjab,Urban,23023044,No,No,No,No,No,No,No,No
2302304407,Punjab,Urban,23023044,No,No,No,No,No,No,No,No
2302304408,Punjab,Urban,23023044,No,No,No,No,No,No,No,No
2302304409,Punjab,Urban,23023044,No,No,No,No,No,No,No,No
2302304410,Punjab,Urban,23023044,No,No,No,No,No,No,No,No
2302304411,Punjab,Urban,23023044,No,No,No,No,No,No,No,No
2302400101,Punjab,Urban,23024001,No,No,No,No,No,No,No,No
2302400102,Punjab,Urban,23024001,No,No,No,No,No,No,No,No
2302400103,Punjab,Urban,23024001,No,No,No,No,No,No,No,No
2302400105,Punjab,Urban,23024001,No,No,No,No,No,No,No,No
2302400106,Punjab,Urban,23024001,No,No,No,No,No,No,No,No
2302400107,Punjab,Urban,23024001,No,No,No,No,No,No,No,No
2302400108,Punjab,Urban,23024001,No,No,No,No,No,No,No,No
2302400109,Punjab,Urban,23024001,No,No,No,No,No,No,No,No
2302400111,Punjab,Urban,23024001,No,No,No,No,No,No,No,No
2302400112,Punjab,Urban,23024001,No,No,No,No,No,No,No,No
2302400501,Punjab,Urban,23024005,No,No,No,No,No,No,No,No
2302400503,Punjab,Urban,23024005,No,No,No,No,No,No,No,No
2302400504,Punjab,Urban,23024005,No,No,No,No,No,No,No,No
