hhcode,Province,Region,PSU,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8
2702100309,Punjab,Urban,27021003,No,No,No,No,No,No,No,No
2702100310,Punjab,Urban,27021003,No,No,No,No,No,No,No,No
2702100311,Punjab,Urban,27021003,No,No,No,No,No,No,No,No
2702100701,Punjab,Urban,27021007,No,No,No,No,No,No,No,No
2702100702,Punjab,Urban,27021007,No,No,No,No,No,No,No,No
2702100703,Punjab,Urban,27021007,No,No,No,No,No,No,No,No
2702100704,Punjab,Urban,27021007,No,No,No,No,No,No,No,No
2702100705,Punjab,Urban,27021007,No,No,No,No,No,No,No,No
2702100706,Punjab,Urban,27021007,No,No,No,No,No,No,No,No
2702100707,Punjab,Urban,27021007,No,No,No,No,No,No,No,No
2702100708,Punjab,Urban,27021007,No,No,No,No,No,No,No,No
2702100709,Punjab,Urban,27021007,No,No,No,No,No,No,No,No
2702100710,Punjab,Urban,27021007,No,No,No,No,No,No,No,No
2702100711,Punjab,Urban,27021007,No,No,No,No,No,No,No,No
2702100712,Punjab,Urban,27021007,No,Yes,No,No,Yes,No,No,No
2702101101,Punjab,Urban,27021011,Yes,Yes,Yes,Yes,Yes,No,No,No
2702101102,Punjab,Urban,27021011,No,No,No,No,No,No,No,No
2702101103,Punjab,Urban,27021011,Yes,No,Yes,No,No,No,No,No
2702101104,Punjab,Urban,27021011,No,No,No,No,No,No,No,No
2702101105,Punjab,Urban,27021011,No,No,No,No,No,No,No,No
2702101106,Punjab,Urban,27021011,No,No,No,No,No,No,No,No
2702101107,Punjab,Urban,27021011,No,No,No,No,No,No,No,No
2702101108,Punjab,Urban,27021011,No,Yes,No,No,No,No,No,No
2702101109,Punjab,Urban,27021011,No,No,No,No,No,No,No,No
2702101111,Punjab,Urban,27021011,No,No,No,No,No,No,No,No
2702101112,Punjab,Urban,27021011,No,No,No,No,No,No,No,No
2702101501,Punjab,Urban,27021015,No,No,No,No,No,No,No,No
2702101502,Punjab,Urban,27021015,No,No,No,No,No,No,No,No
2702101503,Punjab,Urban,27021015,Yes,Yes,No,No,No,No,No,No
2702101504,Punjab,Urban,27021015,No,No,Yes,No,No,No,No,No
2702101505,Punjab,Urban,27021015,No,No,No,No,No,No,No,No
2702101506,Punjab,Urban,27021015,No,No,No,No,No,No,No,No
2702101507,Punjab,Urban,27021015,No,No,No,No,No,No,No,No
2702101508,Punjab,Urban,27021015,No,No,No,No,No,No,No,No
2702101509,Punjab,Urban,27021015,No,No,No,No,No,98,No,No
2702101510,Punjab,Urban,27021015,No,No,No,No,No,No,No,No
2702101511,Punjab,Urban,27021015,No,No,No,No,No,No,No,No
2702101512,Punjab,Urban,27021015,No,No,No,No,No,No,No,No
2702101901,Punjab,Urban,27021019,No,No,No,No,No,No,No,No
2702101902,Punjab,Urban,27021019,99,Yes,Yes,No,Yes,No,No,No
2702101903,Punjab,Urban,27021019,No,No,No,No,No,No,No,No
2702101904,Punjab,Urban,27021019,Yes,Yes,Yes,No,Yes,98,No,No
2702101905,Punjab,Urban,27021019,No,No,No,No,No,No,No,No
2702101906,Punjab,Urban,27021019,No,No,No,No,No,No,No,No
2702101907,Punjab,Urban,27021019,No,No,Yes,No,No,No,No,No
2702101908,Punjab,Urban,27021019,No,No,No,No,No,No,No,No
2702101909,Punjab,Urban,27021019,No,Yes,Yes,No,No,No,No,No
2702101910,Punjab,Urban,27021019,No,No,No,No,No,No,No,No
2702101911,Punjab,Urban,27021019,No,No,Yes,No,No,No,No,No
2702101912,Punjab,Urban,27021019,No,No,No,No,No,No,No,No
2702102301,Punjab,Urban,27021023,No,No,No,No,No,No,No,98
2702102302,Punjab,Urban,27021023,No,No,No,No,No,No,98,No
2702102303,Punjab,Urban,27021023,No,No,No,No,No,No,No,No
2702102304,Punjab,Urban,27021023,No,No,No,No,Yes,No,No,No
2702102305,Punjab,Urban,27021023,No,No,No,No,No,No,No,No
2702102306,Punjab,Urban,27021023,No,No,No,No,No,No,No,No
2702102307,Punjab,Urban,27021023,No,Yes,Yes,No,No,No,No,No
2702102308,Punjab,Urban,27021023,No,No,No,No,No,No,No,No
2702102309,Punjab,Urban,27021023,Yes,Yes,Yes,No,Yes,No,No,No
2702102310,Punjab,Urban,27021023,No,No,No,No,No,No,No,No
2702102311,Punjab,Urban,27021023,No,No,No,No,No,No,No,No
2702102312,Punjab,Urban,27021023,No,No,Yes,No,No,Yes,No,No
2702102701,Punjab,Urban,27021027,No,No,No,No,Yes,No,No,No
2702102702,Punjab,Urban,27021027,No,No,No,No,No,No,No,No
2702102703,Punjab,Urban,27021027,No,No,No,No,No,No,No,No
2702102704,Punjab,Urban,27021027,No,No,No,No,Yes,No,No,No
2702102706,Punjab,Urban,27021027,No,No,No,No,Yes,No,No,No
2702102707,Punjab,Urban,27021027,No,No,No,No,No,No,No,No
2702102708,Punjab,Urban,27021027,No,No,No,No,No,No,No,No
2702102709,Punjab,Urban,27021027,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2702102710,Punjab,Urban,27021027,No,No,No,No,No,No,No,No
2702102711,Punjab,Urban,27021027,No,No,No,No,No,No,No,No
2702102712,Punjab,Urban,27021027,No,No,No,Yes,Yes,Yes,Yes,Yes
2702200401,Punjab,Urban,27022004,No,No,No,No,No,No,No,No
2702200402,Punjab,Urban,27022004,No,No,No,No,No,No,No,No
2702200403,Punjab,Urban,27022004,No,No,No,No,No,No,No,No
2702200404,Punjab,Urban,27022004,No,No,No,No,Yes,Yes,No,No
2702200405,Punjab,Urban,27022004,No,No,No,No,No,No,No,No
2702200406,Punjab,Urban,27022004,No,No,No,No,No,No,No,No
2702200407,Punjab,Urban,27022004,No,No,No,No,No,No,No,No
2702200408,Punjab,Urban,27022004,No,No,No,No,No,No,No,No
2702200409,Punjab,Urban,27022004,No,No,No,No,No,No,No,No
2702200410,Punjab,Urban,27022004,No,No,No,No,No,No,No,No
2702200411,Punjab,Urban,27022004,No,No,No,No,No,No,No,No
2702200412,Punjab,Urban,27022004,No,No,No,No,No,No,No,No
2702200801,Punjab,Urban,27022008,No,No,No,No,No,No,No,No
2702200802,Punjab,Urban,27022008,No,No,No,No,No,No,No,No
2702200803,Punjab,Urban,27022008,No,No,No,No,No,No,No,No
2702200804,Punjab,Urban,27022008,No,No,No,No,No,No,No,No
2702200805,Punjab,Urban,27022008,No,No,No,No,No,No,No,No
2702200806,Punjab,Urban,27022008,No,No,No,No,No,No,No,No
2702200807,Punjab,Urban,27022008,No,No,No,No,No,No,No,No
2702200808,Punjab,Urban,27022008,No,No,No,No,No,No,No,No
2702200809,Punjab,Urban,27022008,No,No,No,No,No,No,No,No
2702200810,Punjab,Urban,27022008,No,No,No,No,No,No,No,No
2702200811,Punjab,Urban,27022008,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2702201201,Punjab,Urban,27022012,No,No,No,No,No,No,No,No
2702201202,Punjab,Urban,27022012,No,No,No,No,No,No,No,No
2702201203,Punjab,Urban,27022012,No,No,No,No,No,No,No,No
2702201204,Punjab,Urban,27022012,No,No,No,No,No,No,No,No
2702201205,Punjab,Urban,27022012,No,No,No,No,No,No,No,No
2702201206,Punjab,Urban,27022012,No,No,No,No,No,No,No,No
2702201207,Punjab,Urban,27022012,No,No,No,No,No,No,No,No
2702201208,Punjab,Urban,27022012,No,No,No,No,No,No,No,No
2702201210,Punjab,Urban,27022012,No,No,No,No,No,No,No,No
2702201211,Punjab,Urban,27022012,No,No,No,No,No,No,No,No
2702201601,Punjab,Urban,27022016,No,No,No,No,No,No,No,No
2702201602,Punjab,Urban,27022016,No,No,No,No,No,No,No,No
2702201603,Punjab,Urban,27022016,No,No,No,Yes,Yes,No,No,No
2702201604,Punjab,Urban,27022016,No,No,No,No,No,No,No,No
2702201605,Punjab,Urban,27022016,No,No,No,No,No,No,No,No
2702201606,Punjab,Urban,27022016,No,No,No,No,No,No,No,No
2702201607,Punjab,Urban,27022016,No,No,No,No,No,No,No,No
2702201608,Punjab,Urban,27022016,No,No,No,No,No,No,No,No
2702201609,Punjab,Urban,27022016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2702201610,Punjab,Urban,27022016,No,No,No,No,No,No,No,No
2702201611,Punjab,Urban,27022016,No,No,No,No,No,No,No,No
2702201612,Punjab,Urban,27022016,No,No,No,No,No,No,No,No
2702202001,Punjab,Urban,27022020,No,No,No,No,No,No,No,No
2702202002,Punjab,Urban,27022020,No,No,No,No,No,No,No,No
2702202003,Punjab,Urban,27022020,No,No,No,No,No,No,No,No
2702202004,Punjab,Urban,27022020,No,No,No,No,No,No,No,No
2702202005,Punjab,Urban,27022020,No,No,No,No,No,No,No,No
2702202006,Punjab,Urban,27022020,No,No,No,No,No,No,No,No
2702202007,Punjab,Urban,27022020,No,No,No,No,No,No,No,No
2702202009,Punjab,Urban,27022020,No,No,No,No,No,No,No,No
2702202010,Punjab,Urban,27022020,No,No,No,No,No,No,No,No
2702202011,Punjab,Urban,27022020,No,No,No,No,No,No,No,No
2702202012,Punjab,Urban,27022020,No,No,No,No,No,No,No,No
2702202401,Punjab,Urban,27022024,No,No,No,No,No,No,No,No
2702202402,Punjab,Urban,27022024,No,No,No,No,No,No,No,No
2702202403,Punjab,Urban,27022024,No,No,No,No,No,No,No,No
2702202404,Punjab,Urban,27022024,No,No,No,No,No,No,No,No
2702202405,Punjab,Urban,27022024,No,No,No,No,No,No,No,No
2702202406,Punjab,Urban,27022024,No,No,No,No,No,No,No,No
2702202407,Punjab,Urban,27022024,No,Yes,Yes,No,No,No,No,No
2702202408,Punjab,Urban,27022024,No,No,No,No,No,No,No,No
2702202409,Punjab,Urban,27022024,No,No,No,No,No,No,No,No
2702202410,Punjab,Urban,27022024,No,No,No,No,No,No,No,No
2702202411,Punjab,Urban,27022024,No,No,No,No,No,No,No,No
2702202412,Punjab,Urban,27022024,No,No,No,No,No,No,No,No
2702202801,Punjab,Urban,27022028,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2702202802,Punjab,Urban,27022028,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2702202803,Punjab,Urban,27022028,No,No,No,No,No,No,No,No
2702202804,Punjab,Urban,27022028,No,No,No,No,No,No,No,No
2702202806,Punjab,Urban,27022028,No,No,No,No,No,No,No,No
2702202807,Punjab,Urban,27022028,No,No,No,No,No,No,No,No
2702202808,Punjab,Urban,27022028,No,No,No,Yes,No,Yes,No,No
2702202809,Punjab,Urban,27022028,No,No,No,No,No,No,No,No
2702202810,Punjab,Urban,27022028,No,No,No,No,No,No,No,No
2702202811,Punjab,Urban,27022028,No,No,No,No,No,No,No,No
2702202812,Punjab,Urban,27022028,No,No,No,No,No,No,No,No
2702300101,Punjab,Urban,27023001,No,No,No,No,No,No,No,No
2702300102,Punjab,Urban,27023001,Yes,Yes,Yes,Yes,No,No,No,No
2702300103,Punjab,Urban,27023001,No,No,No,No,No,No,No,No
2702300104,Punjab,Urban,27023001,No,Yes,Yes,No,No,No,No,No
2702300105,Punjab,Urban,27023001,Yes,Yes,Yes,No,No,No,No,No
2702300106,Punjab,Urban,27023001,No,No,No,No,No,No,No,No
2702300107,Punjab,Urban,27023001,No,No,Yes,No,No,No,No,No
2702300108,Punjab,Urban,27023001,No,No,No,No,No,No,No,No
2702300109,Punjab,Urban,27023001,Yes,Yes,Yes,No,No,No,No,No
2702300110,Punjab,Urban,27023001,Yes,Yes,Yes,No,No,No,No,No
2702300112,Punjab,Urban,27023001,No,No,No,No,No,No,No,No
2702300501,Punjab,Urban,27023005,Yes,Yes,Yes,No,No,No,No,No
2702300502,Punjab,Urban,27023005,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2702300503,Punjab,Urban,27023005,No,No,Yes,Yes,Yes,No,No,No
2702300504,Punjab,Urban,27023005,No,Yes,Yes,No,No,No,No,No
2702300505,Punjab,Urban,27023005,No,Yes,Yes,No,No,No,No,No
2702300506,Punjab,Urban,27023005,No,No,No,No,Yes,No,No,No
2702300507,Punjab,Urban,27023005,No,No,No,No,No,No,No,No
2702300508,Punjab,Urban,27023005,No,No,No,No,No,No,No,No
2702300509,Punjab,Urban,27023005,No,Yes,No,No,Yes,No,No,No
2702300510,Punjab,Urban,27023005,No,Yes,Yes,No,Yes,No,No,No
2702300512,Punjab,Urban,27023005,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2702300901,Punjab,Urban,27023009,No,No,Yes,No,Yes,No,No,No
2702300902,Punjab,Urban,27023009,No,Yes,Yes,Yes,Yes,No,No,No
2702300903,Punjab,Urban,27023009,No,No,No,No,No,No,No,No
2702300904,Punjab,Urban,27023009,No,No,No,No,No,No,No,No
2702300905,Punjab,Urban,27023009,No,No,No,No,No,No,No,No
2702300907,Punjab,Urban,27023009,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2702300908,Punjab,Urban,27023009,No,No,No,No,No,No,No,No
2702300909,Punjab,Urban,27023009,No,No,No,No,No,No,No,No
2702300911,Punjab,Urban,27023009,No,Yes,No,No,No,No,No,No
2702300912,Punjab,Urban,27023009,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2702301301,Punjab,Urban,27023013,No,No,No,No,No,No,No,No
2702301302,Punjab,Urban,27023013,No,No,No,No,No,No,No,No
2702301303,Punjab,Urban,27023013,No,No,No,No,No,No,No,No
2702301304,Punjab,Urban,27023013,No,No,No,No,No,No,No,No
2702301305,Punjab,Urban,27023013,Yes,Yes,Yes,No,No,No,No,No
2702301306,Punjab,Urban,27023013,No,No,No,No,No,No,No,No
2702301307,Punjab,Urban,27023013,No,No,No,No,No,No,No,No
2702301308,Punjab,Urban,27023013,Yes,Yes,Yes,No,No,No,No,No
2702301309,Punjab,Urban,27023013,Yes,Yes,Yes,No,No,No,No,No
2702301310,Punjab,Urban,27023013,No,No,No,No,No,No,No,No
2702301311,Punjab,Urban,27023013,No,No,No,No,No,No,No,No
2702301312,Punjab,Urban,27023013,No,No,No,No,No,No,No,No
2702301701,Punjab,Urban,27023017,No,No,No,No,No,No,No,No
2702301702,Punjab,Urban,27023017,Yes,Yes,Yes,Yes,Yes,No,98,98
2702301703,Punjab,Urban,27023017,Yes,Yes,Yes,No,No,No,No,No
2702301704,Punjab,Urban,27023017,No,No,No,No,No,No,No,No
2702301705,Punjab,Urban,27023017,Yes,Yes,Yes,No,No,No,98,99
2702301706,Punjab,Urban,27023017,No,No,No,No,No,No,No,No
2702301707,Punjab,Urban,27023017,No,No,No,No,No,No,No,No
2702301708,Punjab,Urban,27023017,Yes,Yes,Yes,No,No,No,No,No
2702301709,Punjab,Urban,27023017,Yes,Yes,Yes,No,No,No,No,No
2702301710,Punjab,Urban,27023017,No,No,No,No,No,No,No,No
2702301711,Punjab,Urban,27023017,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2702301712,Punjab,Urban,27023017,No,No,No,No,No,No,No,No
2702302101,Punjab,Urban,27023021,No,No,No,No,No,No,No,No
2702302102,Punjab,Urban,27023021,No,No,No,No,No,No,No,No
2702302103,Punjab,Urban,27023021,No,Yes,Yes,No,Yes,No,No,No
2702302104,Punjab,Urban,27023021,No,Yes,Yes,No,No,No,No,No
2702302105,Punjab,Urban,27023021,No,Yes,Yes,Yes,Yes,No,No,No
2702302106,Punjab,Urban,27023021,No,No,No,No,No,No,No,No
2702302107,Punjab,Urban,27023021,No,Yes,Yes,No,No,No,No,No
2702302108,Punjab,Urban,27023021,No,No,No,No,Yes,No,No,No
2702302109,Punjab,Urban,27023021,No,No,No,No,No,No,No,No
2702302110,Punjab,Urban,27023021,No,No,No,No,No,No,No,No
2702302111,Punjab,Urban,27023021,No,No,No,No,No,No,No,No
2702302112,Punjab,Urban,27023021,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2702302501,Punjab,Urban,27023025,No,Yes,No,No,Yes,No,No,No
2702302502,Punjab,Urban,27023025,No,Yes,Yes,No,No,No,No,No
2702302503,Punjab,Urban,27023025,No,Yes,Yes,Yes,Yes,No,No,No
2702302504,Punjab,Urban,27023025,No,Yes,Yes,No,Yes,No,No,No
2702302505,Punjab,Urban,27023025,No,No,No,No,No,No,No,No
2702302506,Punjab,Urban,27023025,No,Yes,Yes,Yes,Yes,No,No,No
2702302507,Punjab,Urban,27023025,No,Yes,No,No,Yes,No,No,No
2702302508,Punjab,Urban,27023025,No,No,No,No,No,No,No,No
2702302510,Punjab,Urban,27023025,No,No,No,No,No,No,No,No
2702302511,Punjab,Urban,27023025,No,Yes,Yes,Yes,Yes,Yes,No,No
2702302512,Punjab,Urban,27023025,No,Yes,Yes,Yes,Yes,Yes,Yes,No
2702302901,Punjab,Urban,27023029,No,No,No,No,No,No,No,No
2702302902,Punjab,Urban,27023029,No,No,No,No,No,No,No,No
2702302903,Punjab,Urban,27023029,Yes,Yes,Yes,No,No,Yes,Yes,Yes
2702302904,Punjab,Urban,27023029,No,No,No,No,No,No,No,No
2702302905,Punjab,Urban,27023029,No,No,No,No,No,No,No,No
2702302906,Punjab,Urban,27023029,No,No,No,No,No,No,No,No
2702302907,Punjab,Urban,27023029,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2702302908,Punjab,Urban,27023029,No,No,No,No,No,No,No,No
2702302909,Punjab,Urban,27023029,Yes,Yes,Yes,No,No,No,No,No
2702302910,Punjab,Urban,27023029,Yes,Yes,Yes,No,No,No,No,No
2702302911,Punjab,Urban,27023029,No,No,No,No,No,No,No,No
2702302912,Punjab,Urban,27023029,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2702400201,Punjab,Urban,27024002,No,No,No,No,No,No,No,No
2702400202,Punjab,Urban,27024002,No,Yes,No,No,No,No,No,No
2702400203,Punjab,Urban,27024002,Yes,Yes,Yes,No,No,No,No,No
2702400204,Punjab,Urban,27024002,No,No,No,No,No,No,No,No
2702400205,Punjab,Urban,27024002,No,No,No,No,No,No,No,No
2702400206,Punjab,Urban,27024002,No,No,No,No,No,No,No,No
2702400207,Punjab,Urban,27024002,No,Yes,No,No,No,No,No,No
2702400208,Punjab,Urban,27024002,No,Yes,Yes,No,No,No,No,No
2702400209,Punjab,Urban,27024002,No,Yes,No,No,No,No,No,No
2702400210,Punjab,Urban,27024002,No,Yes,No,No,No,No,No,No
2702400211,Punjab,Urban,27024002,No,Yes,No,No,No,No,No,No
2702400212,Punjab,Urban,27024002,Yes,Yes,Yes,No,No,No,No,No
2702400601,Punjab,Urban,27024006,Yes,No,No,No,No,No,No,No
2702400602,Punjab,Urban,27024006,No,No,No,No,No,No,No,No
2702400603,Punjab,Urban,27024006,Yes,No,No,No,No,No,No,No
2702400604,Punjab,Urban,27024006,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2702400605,Punjab,Urban,27024006,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2702400606,Punjab,Urban,27024006,No,No,No,No,No,No,No,No
2702400607,Punjab,Urban,27024006,No,No,No,No,No,No,No,No
2702400608,Punjab,Urban,27024006,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2702400609,Punjab,Urban,27024006,No,No,No,No,No,No,No,No
2702400610,Punjab,Urban,27024006,No,No,No,No,No,No,No,No
2702400611,Punjab,Urban,27024006,No,No,No,No,No,No,No,No
2702400612,Punjab,Urban,27024006,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2702401001,Punjab,Urban,27024010,No,No,No,No,No,No,No,No
2702401002,Punjab,Urban,27024010,No,Yes,Yes,No,Yes,No,No,No
2702401003,Punjab,Urban,27024010,No,No,No,No,No,No,No,No
2702401004,Punjab,Urban,27024010,No,Yes,Yes,No,No,No,No,No
2702401005,Punjab,Urban,27024010,No,No,No,No,Yes,No,No,No
2702401006,Punjab,Urban,27024010,No,Yes,Yes,No,Yes,No,No,No
2702401007,Punjab,Urban,27024010,No,Yes,Yes,No,Yes,No,No,No
2702401008,Punjab,Urban,27024010,No,Yes,Yes,No,No,No,No,No
2702401009,Punjab,Urban,27024010,No,Yes,Yes,Yes,Yes,No,No,No
2702401010,Punjab,Urban,27024010,No,Yes,Yes,Yes,Yes,No,No,No
2702401011,Punjab,Urban,27024010,No,Yes,Yes,No,No,No,No,No
2702401012,Punjab,Urban,27024010,No,Yes,Yes,No,No,No,No,No
2702401402,Punjab,Urban,27024014,No,Yes,Yes,Yes,No,No,No,No
2702401403,Punjab,Urban,27024014,No,Yes,Yes,Yes,Yes,Yes,No,No
2702401404,Punjab,Urban,27024014,No,No,No,No,No,No,No,No
2702401405,Punjab,Urban,27024014,No,Yes,Yes,No,No,No,No,No
2702401406,Punjab,Urban,27024014,No,No,No,No,No,No,No,No
2702401407,Punjab,Urban,27024014,No,No,No,No,No,No,No,No
2702401408,Punjab,Urban,27024014,No,No,No,No,No,No,No,No
2702401409,Punjab,Urban,27024014,No,No,No,No,No,No,No,No
2702401410,Punjab,Urban,27024014,Yes,Yes,Yes,No,No,No,No,No
2702401411,Punjab,Urban,27024014,No,No,No,No,No,No,No,No
2702401412,Punjab,Urban,27024014,No,No,No,No,No,No,No,No
2702401801,Punjab,Urban,27024018,Yes,Yes,Yes,No,No,No,No,No
2702401802,Punjab,Urban,27024018,Yes,No,No,No,No,No,No,No
2702401803,Punjab,Urban,27024018,Yes,Yes,Yes,Yes,No,No,No,No
2702401804,Punjab,Urban,27024018,No,No,No,No,No,No,No,No
2702401805,Punjab,Urban,27024018,Yes,Yes,Yes,No,No,No,No,No
2702401806,Punjab,Urban,27024018,No,No,No,No,No,No,No,No
2702401807,Punjab,Urban,27024018,Yes,Yes,Yes,No,No,No,No,No
2702401808,Punjab,Urban,27024018,Yes,Yes,Yes,Yes,No,No,No,No
2702401809,Punjab,Urban,27024018,Yes,Yes,Yes,No,No,No,No,No
2702401810,Punjab,Urban,27024018,No,No,No,No,No,No,No,No
2702401811,Punjab,Urban,27024018,No,No,No,No,No,No,No,No
2702402201,Punjab,Urban,27024022,No,Yes,Yes,No,Yes,No,No,No
2702402202,Punjab,Urban,27024022,No,No,No,No,No,No,No,No
2702402203,Punjab,Urban,27024022,Yes,Yes,No,No,No,No,No,No
2702402204,Punjab,Urban,27024022,No,Yes,Yes,No,Yes,No,No,No
2702402205,Punjab,Urban,27024022,No,No,No,No,No,No,No,No
2702402206,Punjab,Urban,27024022,No,No,No,No,No,No,No,No
2702402207,Punjab,Urban,27024022,No,No,No,No,No,No,No,No
2702402208,Punjab,Urban,27024022,No,No,No,No,No,No,No,No
2702402209,Punjab,Urban,27024022,No,No,No,No,No,No,No,No
2702402211,Punjab,Urban,27024022,No,No,No,No,No,No,No,No
2702402212,Punjab,Urban,27024022,No,No,No,No,No,No,No,No
2702402601,Punjab,Urban,27024026,Yes,Yes,Yes,No,Yes,No,No,No
2702402602,Punjab,Urban,27024026,No,No,No,No,No,No,No,No
2702402603,Punjab,Urban,27024026,Yes,Yes,Yes,No,Yes,Yes,Yes,No
2702402604,Punjab,Urban,27024026,No,No,No,No,No,No,No,No
2702402605,Punjab,Urban,27024026,No,No,No,No,No,No,No,No
2702402606,Punjab,Urban,27024026,No,No,No,No,No,No,No,No
2702402607,Punjab,Urban,27024026,Yes,Yes,No,No,No,No,No,No
2702402608,Punjab,Urban,27024026,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2702402609,Punjab,Urban,27024026,No,No,No,No,No,No,No,No
2702402610,Punjab,Urban,27024026,No,No,No,No,No,No,No,No
2702402611,Punjab,Urban,27024026,No,No,No,No,No,No,No,No
2702402612,Punjab,Urban,27024026,No,No,No,No,No,No,No,No
2711100201,Punjab,Rural,27111002,No,No,No,No,No,No,No,No
2711100202,Punjab,Rural,27111002,No,No,No,No,No,No,No,No
2711100203,Punjab,Rural,27111002,No,No,No,No,No,No,No,No
2711100204,Punjab,Rural,27111002,Yes,No,No,Yes,No,No,No,No
2711100205,Punjab,Rural,27111002,No,No,No,No,No,No,No,No
2711100206,Punjab,Rural,27111002,No,No,No,No,No,No,No,No
2711100207,Punjab,Rural,27111002,No,No,No,No,No,No,No,No
2711100208,Punjab,Rural,27111002,No,No,No,Yes,No,No,No,No
2711100209,Punjab,Rural,27111002,No,No,No,No,No,No,No,No
2711100210,Punjab,Rural,27111002,No,Yes,Yes,No,No,No,No,No
2711100211,Punjab,Rural,27111002,No,No,No,No,No,No,No,No
2711100212,Punjab,Rural,27111002,No,No,No,No,No,No,No,No
2711100213,Punjab,Rural,27111002,No,No,No,No,No,No,No,No
2711100214,Punjab,Rural,27111002,No,Yes,No,No,Yes,No,No,No
2711100215,Punjab,Rural,27111002,No,No,No,No,No,No,No,No
2711100216,Punjab,Rural,27111002,No,No,No,No,No,No,No,No
2711100601,Punjab,Rural,27111006,No,No,No,No,No,No,No,No
2711100602,Punjab,Rural,27111006,No,No,No,No,No,No,No,No
2711100603,Punjab,Rural,27111006,No,No,No,No,Yes,No,No,No
2711100604,Punjab,Rural,27111006,No,No,No,No,No,No,No,No
2711100606,Punjab,Rural,27111006,No,No,No,No,No,No,No,No
2711100607,Punjab,Rural,27111006,No,No,No,No,No,No,No,No
2711100608,Punjab,Rural,27111006,No,No,No,No,No,No,No,No
2711100609,Punjab,Rural,27111006,No,Yes,Yes,Yes,Yes,No,No,No
2711100610,Punjab,Rural,27111006,No,No,No,Yes,Yes,No,No,No
2711100611,Punjab,Rural,27111006,No,No,No,No,No,No,No,No
2711100612,Punjab,Rural,27111006,No,No,No,No,No,No,No,No
2711100613,Punjab,Rural,27111006,No,No,No,Yes,Yes,No,No,No
2711100614,Punjab,Rural,27111006,No,No,No,Yes,Yes,No,No,No
2711100615,Punjab,Rural,27111006,No,No,No,No,No,No,No,No
2711100616,Punjab,Rural,27111006,No,No,No,Yes,Yes,No,No,No
2711101001,Punjab,Rural,27111010,No,No,No,No,No,No,No,No
2711101002,Punjab,Rural,27111010,No,No,No,No,No,No,No,No
2711101003,Punjab,Rural,27111010,No,No,No,No,No,No,No,No
2711101004,Punjab,Rural,27111010,No,No,No,No,No,No,No,No
2711101005,Punjab,Rural,27111010,No,No,No,No,No,No,No,No
2711101006,Punjab,Rural,27111010,Yes,Yes,No,Yes,No,Yes,Yes,Yes
2711101007,Punjab,Rural,27111010,No,Yes,Yes,No,No,No,No,No
2711101008,Punjab,Rural,27111010,No,No,No,No,No,No,No,No
2711101009,Punjab,Rural,27111010,No,No,No,No,No,No,98,98
2711101010,Punjab,Rural,27111010,No,No,No,No,No,No,No,No
2711101011,Punjab,Rural,27111010,No,No,No,No,No,No,No,No
2711101012,Punjab,Rural,27111010,No,No,No,No,No,No,No,No
2711101013,Punjab,Rural,27111010,No,No,No,No,No,No,No,No
2711101014,Punjab,Rural,27111010,No,No,No,No,No,No,No,No
2711101015,Punjab,Rural,27111010,No,No,No,No,No,No,No,No
2711101016,Punjab,Rural,27111010,No,No,No,No,No,No,No,No
2711101401,Punjab,Rural,27111014,Yes,Yes,Yes,Yes,Yes,No,No,No
2711101402,Punjab,Rural,27111014,No,No,No,No,No,No,No,No
2711101403,Punjab,Rural,27111014,No,No,No,No,No,No,No,No
2711101404,Punjab,Rural,27111014,No,No,No,No,No,No,No,No
2711101405,Punjab,Rural,27111014,No,No,No,No,Yes,No,No,No
2711101406,Punjab,Rural,27111014,No,No,No,No,No,No,No,No
2711101408,Punjab,Rural,27111014,No,No,No,No,No,No,No,No
2711101409,Punjab,Rural,27111014,No,No,No,No,No,No,No,No
2711101410,Punjab,Rural,27111014,Yes,No,No,No,Yes,No,No,No
2711101411,Punjab,Rural,27111014,No,No,No,No,No,No,No,No
2711101412,Punjab,Rural,27111014,No,No,No,No,No,No,No,No
2711101413,Punjab,Rural,27111014,No,No,No,No,No,No,No,No
2711101414,Punjab,Rural,27111014,No,No,No,No,No,No,No,No
